pl_name,pl_rade,st_teff,st_rad,st_mass
Gaia-2 b,14.81827249,5720.0,1.064,1.0
TOI-1107 b,14.57167491,6311.0,1.81,1.35
HD 28109 b,2.69,6189.0,1.425,1.227
HD 28109 c,4.13,6189.0,1.425,1.227
Kepler-816 b,10.24,5286.0,0.85,0.9
HD 28109 d,3.11,6189.0,1.425,1.227
HD 260655 b,1.24,3803.0,0.439,0.439
HD 260655 c,1.533,3803.0,0.439,0.439
TOI-3714 b,11.32107051,3660.0,0.51,0.53
TOI-3629 b,8.29464572,3870.0,0.6,0.63
TOI-4479 b,2.82,3400.0,0.451,0.452
TOI-2081 b,2.04,3800.0,0.534,0.54
TOI-1272 b,4.13204907,5065.0,0.7934,0.8772
TOI-5153 b,11.88151954,6300.0,1.4,1.24
NGTS-20 b,11.99360935,5980.0,1.78,1.47
CoRoT-35 b,18.83108758,6390.0,1.65,1.01
CoRoT-36 b,15.80466279,6730.0,1.52,1.32
HD 93963 A b,1.46954368,5908.0,1.0311,1.0844
HD 93963 A c,3.11976057,5908.0,1.0311,1.0844
TOI-128.01,2.21898,6086.0,1.13,0.851969
TOI-139 b,2.4566,4570.0,0.7007,0.69
Kepler-1743 b,1.59887007,5855.0,1.613,1.266
Kepler-18 c,5.49,5345.0,1.108,0.972
Kepler-815 b,4.11,5028.0,3.42,1.25
GJ 3090 b,2.18,3707.0,0.516,0.519
HD 18599 b,2.6,5145.0,0.767,0.863
TOI-181 b,6.9559,4994.0,0.745,0.822
TOI-199 b,9.07927437,5255.0,0.82,0.936
Kepler-814 b,2.12,6162.0,1.22,1.15
Kepler-1667 b,2.98385261,5941.54,1.08751,1.09
Kepler-813 b,2.14,5743.0,0.93,0.95
Kepler-812 b,3.55,6761.0,1.71,1.45
TOI-238 b,1.559,5059.0,0.756,0.781
TOI-244 b,1.52,3433.0,0.426,0.428
Kepler-811 b,2.7,5747.0,1.24,1.01
TOI-260 b,1.71,4026.0,0.607,0.616
TOI-261.01,3.0449863,5890.3,1.28018,0.496728
TOI-262 b,2.07,5310.0,0.853,0.913
HIP 8152 b,2.53625843,5618.0,0.9603,0.9373
HIP 8152 c,2.52442508,5618.0,0.9603,0.9373
TOI-277 b,2.65,4031.0,0.362,0.16
TOI-283 b,2.34,5213.0,0.85,0.8
TOI-286 b,1.42,5152.0,0.78,0.832
TOI-286 c,1.88,5152.0,0.78,0.832
Kepler-69 b,2.24,5638.0,0.93,0.81
Kepler-810 b,1.93,5803.0,1.04,1.03
Kepler-809 b,3.01,5734.0,0.98,0.99
TOI-329 b,4.94057819,5614.0,1.5326,1.0678
TOI-332 b,3.2,5251.0,0.87,0.88
TOI-333 b,4.26,6241.0,1.1,1.2
Kepler-808 b,1.46,4653.0,0.71,0.76
Kepler-432 b,12.834305,4995.0,4.06,1.32
TOI-375 b,10.77183045,5259.9,2.9,1.441
Kepler-463 b,3.05,5661.0,0.9,0.87
TOI-406.01,2.08,3392.0,0.41,0.408
TOI-406 c,1.32,3392.0,0.41,0.408
TOI-411 c,2.328,6169.0,1.117,1.098
TOI-411 b,1.362,6169.0,1.117,1.098
TOI-444 b,2.77,5225.0,0.779,0.96
HD 15906 b,2.24,4757.0,0.762,0.79
TOI-469.01,3.41,5289.0,0.98,0.901
TOI-470 b,4.34,5190.0,0.831,0.87
TOI-480 b,2.85372018,6174.0,1.4877,1.2793
TOI-512 b,1.54,5277.0,0.89,0.74
TOI-521 b,1.98,3544.0,0.421,0.42
HD 25463 b,2.54535814,6353.0,1.4182,1.251
HD 25463 c,1.36354953,6353.0,1.4182,1.251
Kepler-806 b,1.14,5770.0,1.16,0.99
Kepler-805 b,2.89,6112.0,1.65,1.19
Kepler-1742 b,2.1782413,5776.0,0.849,0.939
TOI-615 b,18.97680433,6850.0,1.732,1.449
TOI-622 b,9.2362001,6400.0,1.415,1.313
Kepler-804 b,1.94,5817.0,1.05,1.01
TOI-654.01,2.378,3521.0,0.43,0.419
TOI-663 b,2.27,3681.0,0.512,0.514
Kepler-1991 c,2.57,5478.0,1.053,0.914
TOI-663 c,2.26,3681.0,0.512,0.514
TOI-663 d,1.92,3681.0,0.512,0.514
TOI-669 b,2.58606487,5597.0,0.9882,0.9245
TOI-672 b,5.31,3810.0,0.54,0.54
Kepler-410 A b,2.838,6273.0,1.352,1.214
Kepler-803 b,3.79,5919.0,1.12,1.05
Kepler-421 b,4.16,5308.0,0.757,0.794
Kepler-802 b,3.54,5507.0,0.9,0.93
TOI-712 b,2.049,4622.0,0.674,0.732
TOI-712 c,2.701,4622.0,0.674,0.732
TOI-712 d,2.474,4622.0,0.674,0.732
TOI-715 b,1.55,3075.0,0.24,0.225
Kepler-57 b,3.135,5187.9,0.826,0.859
TOI-733 b,1.992,5585.0,0.949,0.956
TOI-756 b,2.81,3657.0,0.505,0.505
TOI-757 b,2.5,5278.0,0.78,0.8
TOI-762 A b,8.33948164,3266.0,0.425,0.442
TOI-771 b,1.36,3370.0,0.232,0.22
TOI-778 b,15.4,6643.0,1.71,1.4
Kepler-801 b,2.0,4435.0,0.63,0.67
TOI-782 b,2.734,3370.0,0.413,0.397
TOI-784 b,1.93,5558.0,0.907,0.91
Kepler-800 b,2.85,5315.0,0.82,0.85
TOI-815 b,2.94,4869.0,0.77,0.776
Kepler-799 b,6.88,5681.0,0.93,0.95
TOI-836.01,2.587,4552.0,0.665,0.678
TOI-836 b,1.704,4552.0,0.665,0.678
TOI-858 B b,14.06727078,5842.0,1.308,1.081
TOI-871 b,1.664,4929.0,0.719,0.758
KOI-1257 b,10.54,5520.0,1.13,0.99
TOI-880 c,4.95,5050.0,0.83,0.87
TOI-880.02,2.19,5050.0,0.83,0.87
TOI-904 b,2.426,3770.2,0.527,0.557
TOI-904 c,2.167,3770.2,0.527,0.557
TOI-907.01,9.6158851,6272.0,2.059789,1.069357
TOI-908 b,3.186,5626.0,1.028,0.95
TOI-912 b,1.93,3572.0,0.419,0.418
TOI-913 b,2.4528,4969.0,0.7325,0.82
TOI-969 b,2.765,4435.0,0.671,0.734
Kepler-798 b,2.39,6224.0,1.29,1.19
TOI-1011 b,1.45,5475.0,0.92,0.91
Kepler-56 c,9.8,4840.0,4.23,1.32
TOI-1052 b,2.87,6146.0,1.264,1.204
TOI-1080 b,1.2,3065.0,0.2019,0.1667
Kepler-797 b,2.17,5680.0,0.95,0.96
HD 109833 b,2.888,5881.0,1.0,1.08
HD 109833 c,2.59,5881.0,1.0,1.08
TOI-1117 b,2.46,5635.0,1.05,0.97
TOI-1135 b,9.91994792,6320.0,1.202,1.119
TOI-1173 b,9.19,5350.0,0.934,0.911
TOI-1174 b,2.562,5030.0,0.76,0.85
TOI-1180 b,3.072,4738.0,0.73,0.75
TOI-1184 b,2.39,4534.0,0.69,0.71
TOI-1194 b,8.71664516,5394.0,0.9608,0.9835
TOI-1199 b,10.5140239,5710.0,1.45,1.23
TOI-1203.01,2.918,5737.0,1.179,0.886
Kepler-44 b,12.22,5800.0,1.35,1.12
TOI-1221 b,2.91,5592.0,1.031,0.93
HD 56414 b,3.71,8500.0,1.751,1.89
TOI-1232 b,10.92875618,5823.0,1.072,1.058
TOI-1238 c,2.11,4089.0,0.58,0.59
TOI-1238 b,1.21,4089.0,0.58,0.59
TOI-1243 b,2.33,3515.0,0.511,0.515
TOI-1244 b,2.467,4599.0,0.721,0.73
HD 135694 b,2.857,5712.0,1.08,1.02
TOI-1248 b,6.8084859,5205.0,0.8686,0.9042
TOI-1249 b,3.2710301,5497.0,0.9785,1.0062
TOI-1269 b,2.40144286,5499.0,0.8521,0.9027
TOI-1273 b,11.09689089,5690.0,1.06,1.06
Kepler-278 b,3.955,4965.0,2.861,1.227
TOI-1279 b,2.66146528,5457.0,0.8426,0.8784
Kepler-796 b,1.3,5475.0,1.09,0.93
TOI-1288 b,4.96846551,5388.0,0.9583,0.9552
TOI-1294 b,10.12369881,5718.0,1.5566,1.1578
TOI-1295 b,15.69257298,6280.0,1.7,1.38
TOI-1301.01,2.477,4820.0,0.732,0.77
Kepler-795 b,1.68,5631.0,0.96,0.94
Kepler-794 b,2.11,5839.0,1.38,1.19
Kepler-504 b,1.59,3519.0,0.33,0.33
TOI-1346 c,2.23,5099.0,0.78,0.82
TOI-1346 b,2.39,5099.0,0.78,0.82
TOI-1347 b,1.8,5464.0,0.83,0.913
TOI-1347 c,1.6,5464.0,0.83,0.913
Kepler-793 b,1.37,5745.0,0.97,0.98
Kepler-792 b,1.96,5971.0,1.12,1.09
TOI-1386 b,6.2163865,5735.0,1.0235,1.0363
Kepler-791 b,3.05,6383.0,1.47,1.3
TOI-1408 b,25.0,6117.0,1.53,1.312
TOI-1410.01,3.10083009,4635.0,0.7558,0.7941
TOI-1416 b,1.62,4884.0,0.793,0.798
TOI-1420 b,11.89,5510.0,0.923,0.987
Kepler-790 b,2.18,5208.0,0.8,0.84
HD 235088 b,1.982,5075.0,0.772,0.849
TOI-1437 b,2.24,6008.0,1.17,1.1
TOI-1438 b,3.04,5230.0,0.82,0.876
TOI-1438 c,2.75,5230.0,0.82,0.876
TOI-1439 b,4.2427861,5841.0,1.6184,1.2313
TOI-1443 b,2.30381001,5224.0,0.7511,0.7663
Kepler-41 b,14.46,5750.0,1.29,1.15
Kepler-789 b,2.12,5870.0,1.02,1.01
TOI-1448 b,2.749,3412.0,0.38,0.372
TOI-1450 A b,1.13,3437.0,0.483,0.48
TOI-1451 b,2.61143902,5801.0,1.0162,1.0022
TOI-1452 b,1.672,3185.0,0.275,0.249
TOI-1453 c,2.224,4975.0,0.72,0.715
TOI-1453 b,1.173,4975.0,0.72,0.715
Kepler-788 b,2.55,6159.0,1.23,1.16
TOI-1467 b,1.92,3834.0,0.491,0.489
TOI-1468 c,2.126,3376.0,0.3714,0.3527
TOI-1468 b,1.401,3376.0,0.3714,0.3527
TOI-1470 b,2.18,3709.0,0.469,0.471
HIP 9618 b,3.82838127,5649.0,0.9593,0.942
HIP 9618 c,3.42855926,5649.0,0.9593,0.942
TOI-1472 b,4.058,5100.0,0.84,0.87
HD 6061 b,2.42763557,5934.0,1.0072,1.0269
Kepler-787 b,1.28,4248.0,0.62,0.65
Kepler-1741 b,1.273,3683.0,0.424,0.454
Kepler-786 b,2.43,4838.0,0.74,0.81
Kepler-465 b,2.95,6310.0,1.29,1.23
Kepler-1740 b,3.32321414,5705.0,0.905,0.943
TOI-1630.01,2.417,5504.0,0.83,0.95
TOI-1648 b,2.54,4850.0,0.81,0.83
TOI-1659.01,2.255,5977.0,1.006,1.1
TOI-1669 c,2.2963977,5497.0,1.0561,0.9867
Kepler-484 b,2.28,5668.0,0.87,0.96
TOI-1680 b,1.466,3225.0,0.2106,0.1798
TOI-1683.01,2.6382,4402.0,0.7,0.694661
TOI-1691 b,3.66,5759.0,1.0,1.03
TOI-1694 b,5.3422266,5058.0,0.8036,0.853
TOI-1695 b,1.9,3690.0,0.515,0.513
TOI-1716.01,3.143,5879.0,1.24,1.07
TOI-1723 b,3.435,5777.0,1.09,1.04
LHS 1903 c,2.046,3664.0,0.539,0.538
LHS 1903 b,1.382,3664.0,0.539,0.538
LHS 1903 d,2.5,3664.0,0.539,0.538
TOI-1736 b,3.18175535,5636.0,1.4286,1.0373
TOI-1739 b,1.946,4814.0,0.781,0.78
TOI-1742 b,2.36507598,5815.0,1.131,1.0861
TOI-1743 b,1.83,3277.0,0.338,0.339
TOI-1744.01,2.68,6179.0,1.14,1.18
TOI-1751 b,2.9507845,5970.0,1.3137,0.9382
TOI-1753 b,2.47852533,5621.0,0.9715,0.9483
TOI-1758 b,3.62,5169.0,0.81,0.88
TOI-1768.01,3.453,5994.0,1.1,1.1
TOI-1772.01,2.905,5583.0,0.995,0.99
Kepler-785 b,13.02,4739.0,0.71,0.77
TOI-1774.01,2.78,5746.0,1.1303,0.991
TOI-1775 b,8.04728896,5284.0,0.8288,0.9218
TOI-1776 b,1.21612741,5785.0,0.9356,0.9196
TOI-1777.01,2.246,5859.0,0.98,1.06
HD 77946 b,2.89646124,6007.0,1.3174,1.1973
TOI-1782.01,2.368,4336.0,0.669,0.68
TOI-1782.02,1.839,4336.0,0.669,0.68
Kepler-105 b,2.53,5933.0,1.026,0.991
Kepler-784 b,1.58,5674.0,1.32,1.0
TOI-1794 b,3.29701268,5631.0,1.3162,0.9698
TOI-1798.01,2.448,5165.0,0.78,0.87
TOI-1798.02,1.464,5165.0,0.78,0.87
TOI-1799 b,1.642,5690.0,0.957,1.01
TOI-1801 b,2.079,3863.0,0.547,0.556
TOI-1803 c,4.29,4687.0,0.715,0.756
TOI-1803 b,2.99,4687.0,0.715,0.756
TOI-1806.01,3.4095367,3272.0,0.401575,0.392935
TOI-1811 b,11.14172682,4766.0,0.769,0.817
TOI-1820 b,12.778238,5734.0,1.51,1.04
TOI-1823 b,7.5406241,4927.0,0.8049,0.8414
TOI-1824 b,2.7438269,5165.0,0.8123,0.8801
TOI-1836 b,8.00321222,6380.0,1.577,1.307
TOI-1836 c,2.59987579,6237.0,1.6454,1.2518
TOI-1846 b,1.792,3568.0,0.397,0.418
TOI-1853 b,3.46,4985.0,0.808,0.837
TOI-1855 b,18.49481816,5359.0,1.041,0.987
TOI-1859 b,9.75181321,6341.0,1.36,1.287
TOI-1883 b,5.65,3477.0,0.494,0.492
TOI-1898 b,9.39553231,6241.0,1.6131,1.2484
TOI-1937 A b,13.97759893,5814.0,1.08,1.072
TOI-1994 b,13.67495645,7700.0,2.3,1.86
TOI-2000 c,8.14,5611.0,1.134,1.082
TOI-2000 b,2.7,5611.0,1.134,1.082
TOI-2005 b,11.99360935,7130.0,2.02,1.59
TOI-2010 b,11.81426566,5929.0,1.079,1.112
TOI-2015 b,3.309,3297.0,0.3273,0.3041
TOI-2019 b,5.33275337,5626.0,1.7457,1.1832
TOI-2025 b,11.89272852,5977.0,1.459,1.199
Kepler-831 b,1.27,5732.0,0.97,0.99
TOI-2031 A b,14.20177855,6490.0,1.241,1.174
KOI-217 b,12.442,5545.0,0.86,0.95
Kepler-830 b,1.7,6037.0,1.11,1.07
TOI-2048 b,2.61,5185.0,0.79,0.83
TOI-2068 b,1.821,3710.0,0.535,0.559
Kepler-1746 b,8.93504475,6018.0,1.286,1.09
TOI-2084 b,2.47,3551.0,0.475,0.453
TOI-2088 b,3.6831179,5081.0,0.8481,0.9027
TOI-2093 c,2.3,4426.0,0.729,0.745
TOI-2094 b,1.9,3435.0,0.384,0.425
TOI-2095 b,1.25,3759.0,0.44,0.44
TOI-2095 c,1.33,3759.0,0.44,0.44
TOI-2096 b,1.243,3300.0,0.235,0.231
TOI-2096 c,1.914,3300.0,0.235,0.231
TOI-2107 b,13.57407563,5627.0,0.932,0.961
Kepler-829 b,2.11,5698.0,0.97,0.98
TOI-2120 b,2.122,3131.0,0.245,0.211
Kepler-1745 b,1.92872921,5611.0,1.4,0.995
TOI-2128 b,2.08874836,5968.0,1.1174,1.0251
TOI-2133 b,2.37,4250.0,0.62,0.644
TOI-2134 b,2.69,4580.0,0.709,0.744
TOI-2134 c,7.27,4580.0,0.709,0.744
TOI-2141 b,3.147,5635.0,0.95,0.896
Kepler-422 b,12.89,5972.0,1.24,1.15
TOI-2145 b,12.24020692,6206.0,2.75,1.71
TOI-2152 A b,14.35870428,6630.0,1.612,1.516
TOI-2154 b,16.28664896,6280.0,1.396,1.233
Kepler-828 b,1.51,5039.0,0.77,0.81
TOI-2158 b,10.76062147,5673.0,1.41,1.12
TOI-2169 A b,12.50922246,6270.0,1.82,1.42
TOI-2193 A b,19.83989584,5966.0,1.248,1.082
TOI-2194 b,1.9892,4756.0,0.6909,0.74
TOI-2196 b,3.51,5634.0,1.043,1.032
TOI-2207 b,11.1529358,6101.0,1.564,1.296
TOI-2211.01,1.561,5253.0,0.834,0.9
Kepler-61 b,2.15,4017.0,0.62,0.635
TOI-2236 b,14.36991326,6248.0,1.573,1.343
Kepler-1744 b,3.76754004,5986.0,0.85,0.886
Kepler-423 b,13.361,5560.0,0.95,0.85
Kepler-1987 d,2.66,4769.0,0.714,0.799
TOI-2266 b,1.54,3200.0,0.24,0.23
TOI-2267 c,1.14,3030.0,0.2075,0.171
TOI-2274 b,2.45,3943.0,0.631,0.612
Kepler-827 b,5.63,5602.0,0.91,0.93
TOI-2295 b,16.47720163,5730.0,1.459,1.168
Kepler-289 c,11.23,5990.0,1.0,1.08
TOI-2322 c,1.874,4664.0,0.662,0.703
TOI-2328 b,9.97599282,5525.0,0.9,0.95
TOI-2338 b,11.2089807,5581.0,1.05,0.99
TOI-2345 b,1.504,4687.0,0.729,0.727
TOI-2345 c,2.451,4687.0,0.729,0.727
TOI-2346 b,16.11851425,6480.0,1.38,1.271
Kepler-487 c,2.68,5444.0,0.88,0.91
Kepler-458 c,4.2,6117.21,2.21562,1.15
TOI-2364 b,8.60849718,5306.0,0.886,0.954
Kepler-889 b,1.09,5961.0,1.25,1.14
TOI-2368 b,10.83908434,5360.0,0.846,0.897
TOI-2373 b,10.42435205,5651.0,1.102,1.041
TOI-2374 b,6.81,4802.0,0.69,0.75
Kepler-888 b,1.76,5875.0,0.9,0.97
TOI-2379 b,11.72459381,3707.0,0.622,0.645
TOI-2382 b,12.25141591,6033.0,1.417,1.26
TOI-2384 b,11.48920522,3943.0,0.6113,0.635
Kepler-887 b,1.84,6194.0,1.29,1.19
Kepler-886 b,1.52,6098.0,1.16,1.1
TOI-2407 b,4.26,3530.0,0.567,0.548
Kepler-885 b,2.5,6187.0,1.35,1.21
TOI-2416 b,9.86390302,5808.0,1.236,1.118
TOI-2421 b,10.36830715,5607.0,1.75,1.131
TOI-2431 b,1.534,4109.0,0.651,0.661
Kepler-853 b,1.69,6350.0,1.55,1.3
TOI-2447 b,9.60609646,5730.0,1.006,1.034
TOI-2449 b,11.24,6021.0,1.065,1.079
Kepler-852 b,2.54,6100.0,1.16,1.19
TOI-2458 b,2.83,6005.0,1.31,1.05
TOI-2459 b,2.9531,4195.0,0.6751,0.66
Kepler-26 b,2.78,3914.0,0.512,0.544
Kepler-884 b,1.23,5715.0,0.94,1.0
Kepler-883 b,1.78,6116.0,1.09,1.06
Kepler-59 c,1.98,6074.0,0.94,1.04
TOI-2497 b,11.14172682,7360.0,2.36,1.859
TOI-2498 b,6.06,5905.0,1.26,1.12
Kepler-882 b,1.23,5476.0,0.87,0.9
TOI-2524 b,11.2089807,5831.0,1.119,1.007
TOI-2525 b,8.67575106,5096.0,0.785,0.849
TOI-2525 c,10.13291855,5096.0,0.785,0.849
Kepler-881 b,1.78,5961.0,1.09,1.06
TOI-2529 b,11.54525012,5802.0,1.7,1.11
Kepler-880 b,2.66,6761.0,1.74,1.46
TOI-2537 b,11.25381662,4870.0,0.771,0.771
TOI-2545 b,2.75,5846.29,1.25324,1.055
Kepler-43 b,13.663771,6041.0,1.42,1.32
Kepler-879 b,2.57,5792.0,1.02,1.02
TOI-2567 b,10.92875618,5611.0,1.686,1.13
TOI-2570 b,13.64132951,5771.0,1.095,1.063
Kepler-878 b,1.93,5044.0,0.77,0.81
TOI-2580 b,17.37392009,6120.0,1.81,1.33
TOI-2583 A b,14.4595851,5936.0,1.477,1.215
TOI-2587 A b,12.07207221,5760.0,1.726,1.15
Kepler-877 b,2.12,5261.0,0.81,0.85
TOI-2589 b,12.10569916,5579.0,1.07,0.93
Kepler-876 b,1.43,5060.0,0.77,0.81
Kepler-875 b,2.9,5958.0,1.11,1.06
Kepler-874 b,3.94,6020.0,1.13,1.09
Kepler-873 b,3.75,6163.0,1.27,1.18
TOI-2641 b,18.10250383,6100.0,1.336,1.16
Kepler-872 b,1.99,5902.0,1.08,1.05
Kepler-871 b,3.74,5993.0,1.14,1.11
Kepler-870 b,2.78,5857.0,1.02,1.01
TOI-2714 b,13.72,5665.0,1.25,1.07
TOI-2719 b,5.98,5762.0,1.69,1.02
NGTS-31 b,18.04645893,5710.0,1.7,0.96
Kepler-869 b,3.61,5664.0,0.95,0.97
Kepler-868 b,2.05,5614.0,0.89,0.93
Kepler-867 b,4.64,5541.0,0.91,0.92
TOI-2768 b,2.63,4008.0,0.657,0.63
KOI-13 b,16.948008,7650.0,1.74,1.72
Kepler-866 b,1.63,4751.0,0.71,0.75
Kepler-865 b,2.49,5570.0,0.92,0.93
TOI-2796 b,17.26183028,5764.0,1.069,1.063
TOI-2803 A b,18.11371281,6280.0,1.245,1.118
Kepler-864 b,2.4,5754.0,1.0,1.0
TOI-2818 b,15.27784069,5721.0,1.229,0.977
Kepler-863 b,2.9,5678.0,0.95,0.96
TOI-2842 b,12.84549188,5910.0,1.265,1.135
Kepler-1754 b,2.43996509,4723.0,0.747,0.734
Kepler-862 b,2.21,5333.0,0.84,0.88
TOI-2876 b,9.6397234,5271.0,0.873,0.939
TOI-2886 b,18.6405349,6240.0,1.241,1.229
Kepler-1753 b,2.22678077,5180.0,0.769,0.86
Kepler-861 b,2.28,5047.0,0.78,0.82
TOI-2969 b,12.32987877,4738.0,0.7,0.71
Kepler-102 e,2.17,4909.0,0.724,0.803
Kepler-860 b,3.24,5836.0,1.06,1.04
TOI-2977 b,13.15934334,5691.0,1.073,0.936
TOI-2981 b,13.4,5940.0,1.08,1.03
Kepler-859 b,3.09,5020.0,0.77,0.81
TOI-2986 b,9.292245,5906.0,1.458,1.122
TOI-2989 b,12.55405838,4672.0,0.76,0.77
TOI-2992 b,13.75341932,6000.0,1.545,1.21
Kepler-858 b,4.87,5653.0,0.91,0.96
TOI-3023 b,16.43236571,5760.0,1.668,1.12
Kepler-1752 b,4.54060463,5446.0,0.821,0.824
Kepler-1669 c,1.90120972,4224.0,0.603,0.609
Kepler-419 b,10.8,6430.0,1.74,1.39
Kepler-857 b,6.8,5773.0,0.99,0.99
TOI-3071 b,7.16,6177.0,1.31,1.29
Kepler-14 b,12.733,6395.0,2.048,1.512
TOI-3082 b,3.6621,4263.0,0.6847,0.664
Kepler-1668 b,4.34764405,5542.0,1.01738,0.98
TOI-3135 b,13.65253849,5890.0,0.985,1.044
TOI-3160 A b,13.7646283,6190.0,1.346,1.088
Kepler-94 b,3.51,4781.0,0.76,0.81
Kepler-856 b,9.3,5535.0,0.93,0.96
NGTS-27 b,15.64773706,5700.0,1.77,1.07
Kepler-855 b,8.35,5835.0,1.03,1.03
TOI-3235 b,11.39953337,3388.8,0.3697,0.3939
TOI-3261 b,3.82,5068.0,0.849,0.861
TOI-3288 b,12.24020692,4072.0,0.672,0.643
TOI-3321 b,15.55806521,5850.0,1.549,1.041
TOI-3331 A b,12.97999965,5609.0,0.952,1.016
TOI-3353.01,2.6667555,6365.0,1.0207,1.332089
TOI-3364 b,12.22899794,5706.0,1.419,1.186
TOI-3464 b,13.7646283,6370.0,1.56,1.363
TOI-3474 b,14.67255574,6020.0,1.256,1.121
Kepler-890 b,8.89,5954.0,1.13,1.09
TOI-3486 b,10.5700688,4930.0,0.788,0.837
TOI-3493 b,3.22,5844.0,1.228,1.023
TOI-3523 A b,15.9727975,6450.0,1.448,1.131
TOI-3540 A b,23.53885947,5810.0,1.228,1.081
TOI-3568 b,5.3,4969.0,0.719,0.78
TOI-3593 b,11.02963701,5550.0,0.918,1.015
Kepler-891 b,6.41,5887.0,1.07,1.06
Kepler-892 b,2.81,4747.0,0.72,0.75
Kepler-893 b,3.03,5820.0,0.99,1.0
TOI-3682 b,12.80065596,5703.0,1.735,1.32
Kepler-17 b,14.68,5781.0,1.01034,1.04
Kepler-894 b,2.78,5603.0,0.85,0.87
TOI-3688 A b,13.08088048,5950.0,1.302,1.199
TOI-3693 b,12.59889431,5321.0,0.791,0.867
Kepler-1755 b,5.91688317,6086.0,0.921,1.003
Kepler-87 b,13.49,5600.0,1.82,1.1
Kepler-307 b,2.43,5367.0,0.814,0.907
Kepler-895 b,1.54,4315.0,0.61,0.65
TOI-3757 b,12.0,3913.0,0.62,0.64
Kepler-896 c,3.15,5510.0,0.803,0.877
TOI-3785 b,5.14,3576.0,0.5,0.52
Kepler-107 e,2.903,5854.0,1.447,1.238
WASP-194 b,15.47960235,6405.0,1.409,1.29
Kepler-897 b,2.39,5839.0,1.04,1.03
TOI-3807 b,18.49481816,5772.0,1.468,1.181
Kepler-898 b,1.49,4223.0,0.62,0.65
TOI-3819 b,13.13692538,5859.0,1.538,1.242
Kepler-899 b,2.68,5595.0,0.91,0.93
Kepler-900 b,2.08,4836.0,0.73,0.78
TOI-3837 b,10.87271128,5905.0,1.2,0.89
Kepler-901 b,1.37,4184.0,0.57,0.59
TOI-3856 b,13.59649359,5622.0,1.055,1.096
TOI-3862 b,5.53,5300.0,0.92,0.9
TOI-3877 b,11.67975789,5731.0,1.445,1.16
Kepler-1757 b,2.94660251,5288.0,0.74,0.828
TOI-3884 b,6.43,3180.0,0.302,0.298
TOI-3894 b,15.27784069,6000.0,1.502,1.138
TOI-3912 b,14.28024141,5725.0,1.392,1.088
TOI-3919 b,12.31866979,6100.0,1.319,1.208
Kepler-902 b,2.54,5647.0,0.93,0.95
TOI-3976 A b,12.27383387,5975.0,1.501,1.254
TOI-3980 b,14.4595851,5840.0,1.626,1.24
Kepler-903 b,2.01,5682.0,0.97,0.98
TOI-3984 A b,7.9,3476.0,0.47,0.49
Kepler-1758 b,2.57059831,5557.0,1.616,1.035
Kepler-904 b,1.77,6160.0,1.25,1.16
TOI-4010 c,5.93,4960.0,0.83,0.88
TOI-4010 d,6.18,4960.0,0.83,0.88
TOI-4010 b,3.02,4960.0,0.83,0.88
Kepler-905 b,1.41,5461.0,0.86,0.95
WASP-195 b,10.31226224,6300.0,1.578,1.3
Kepler-906 b,2.11,6035.0,1.02,1.06
TOI-4087 b,13.04725353,6060.0,1.112,1.178
Kepler-424 b,9.98,5460.0,0.94,1.01
Kepler-278 c,3.268,4965.0,2.861,1.227
TOI-4127 b,12.28504285,6096.0,1.293,1.23
TOI-4137 b,13.57407563,6202.0,1.438,1.313
Kepler-56 b,6.51,4840.0,4.23,1.32
TOI-4145 A b,13.30506009,5281.0,0.859,0.905
TOI-4153 b,16.11851425,6860.0,1.605,1.572
TOI-4155 b,3.21,5724.0,0.95,1.16
TOI-4184 b,2.43,3238.0,0.2347,0.2109
HD 35843 c,2.54,5666.0,0.897,0.94
TOI-4201 b,13.67495645,3794.0,0.63,0.61
TOI-4214 b,10.68215861,6370.0,1.434,1.382
Kepler-296 d,2.09,3740.0,0.48,0.498
Kepler-1669 b,2.78043818,4303.0,0.714145,0.67
NGTS-24 b,13.60770257,5820.0,1.64,1.26
Kepler-509 b,2.49,6060.0,1.2,1.1
Kepler-1756 b,1.47199944,4915.0,0.812,0.781
LP 890-9 b,1.32,2850.0,0.1556,0.118
TOI-4308 b,2.4189,5243.0,0.7934,0.9
Kepler-65 b,1.42,6211.0,1.41,1.25
Kepler-466 c,1.25,5927.0,1.05,1.04
Kepler-23 d,2.206,5828.0,1.548,1.078
TOI-4336 A b,2.137,3307.0,0.326,0.306
TOI-4342 b,2.329,3866.0,0.598,0.587
TOI-4342 c,2.349,3866.0,0.598,0.587
TOI-4364 b,2.01,3528.0,0.4684,0.487
Kepler-450 c,2.62,6197.21,1.64162,1.19
TOI-4377 b,15.10970598,4974.0,3.52,1.36
TOI-4379 b,16.69017226,6020.0,1.976,1.372
Kepler-1663 b,3.30395896,3844.0,0.62859,0.610816
Kepler-529 c,2.0,6087.0,1.14,1.07
TOI-4406 b,11.2089807,6219.0,1.29,1.19
TOI-4438 b,2.52,3422.0,0.372,0.368
TOI-4443.01,1.7193265,5834.0,1.01733,1.049133
Kepler-553 c,11.57887706,5191.0,0.902,0.889
TOI-4463 A b,13.26022417,5640.0,1.062,1.056
TOI-4465 b,14.01122587,5545.0,1.014,0.93
TOI-4487 A b,14.60530185,6206.0,1.634,1.378
Ross 176 b,1.84,4041.0,0.569,0.577
