pl_name,pl_rade,st_teff,st_rad,st_mass
Kepler-1311 b,1.24,5748.0,1.4,1.05
Kepler-1311 c,1.22,5748.0,1.4,1.05
Kepler-1312 c,1.02732734,5721.0,0.905,0.983
Kepler-1869 b,1.11955354,5808.0,0.902,0.987
Kepler-1315 c,1.84398883,4818.0,0.856,0.809
Kepler-445 b,1.58,3157.0,0.21,0.18
Kepler-1321 c,2.4,4094.0,0.53,0.54
Kepler-1321 d,2.62843782,3640.0,0.503,0.513
Kepler-1322 c,2.15492527,5704.0,0.804,0.897
Kepler-1336 c,1.71,5512.0,1.3,0.94
Kepler-446 d,1.35,3359.0,0.24,0.22
Kepler-1370 c,1.27,6202.0,1.29,1.19
Kepler-11 g,3.33,5663.0,1.065,0.961
Kepler-1388 c,2.26,4098.0,0.61,0.63
Kepler-1886 b,2.58158428,5745.0,0.837,0.928
Kepler-1391 b,1.68,5840.0,1.1,1.03
Kepler-1887 b,2.92454357,5749.0,0.864,0.961
Kepler-1392 b,1.96,5479.0,0.85,0.88
Kepler-1888 b,1.32578716,5557.0,1.249,0.897
Kepler-1394 b,1.39,6481.0,2.55,1.64
Kepler-1396 b,2.07,6195.0,1.27,1.18
Kepler-1397 b,1.72,6026.0,1.12,1.09
Kepler-1889 b,2.94360686,5646.0,0.817,0.864
Kepler-1398 c,1.03,6126.0,1.18,1.13
Kepler-1399 b,1.25,5735.0,0.96,0.97
Kepler-1400 b,1.62,5044.0,0.78,0.83
Kepler-1891 b,1.52139156,5516.0,0.827,0.873
Kepler-51 b,7.1,6018.0,0.94,1.04
Kepler-1892 b,1.83707938,5383.0,0.759,0.851
Kepler-1401 b,1.68,5964.0,1.1,1.07
Kepler-1403 b,2.14,6060.0,1.15,1.11
Kepler-1404 b,2.01,5261.0,0.8,0.84
Kepler-27 c,4.9,5400.0,0.59,0.65
Kepler-1405 b,3.96,5925.0,1.07,1.05
Kepler-1406 b,1.1,5892.0,1.12,1.05
Kepler-1407 b,2.25,6010.0,1.15,1.1
Kepler-1410 b,1.78,4092.0,0.6,0.63
Kepler-1411 b,2.82,5664.0,0.92,0.95
Kepler-1893 b,1.70557445,5633.0,1.162,0.973
Kepler-1894 b,1.20117759,5772.0,0.901,0.999
Kepler-1894 c,1.21,5772.0,0.901,0.999
Kepler-1413 b,1.82,5196.0,0.8,0.84
Kepler-1414 b,1.23,4951.0,0.75,0.8
Kepler-1895 b,2.11934728,5076.0,0.763,0.86
Kepler-30 b,3.9,5498.0,0.95,0.99
Kepler-1415 b,1.29,5267.0,0.84,0.89
Kepler-75 b,11.77,5200.0,0.89,0.91
Kepler-1896 b,3.09935997,6122.0,0.996,1.07
Kepler-1695 b,1.11948901,5473.19,0.987155,0.96
Kepler-1418 b,1.66,4770.0,0.72,0.77
Kepler-1419 b,2.86,5796.0,1.01,1.01
Kepler-1420 b,1.28,5187.0,0.79,0.82
Kepler-1983 b,2.33,5135.0,0.874,0.812
Kepler-1422 b,2.02,6194.0,1.23,1.15
Kepler-1897 b,2.81407954,5165.0,0.761,0.859
Kepler-1423 b,1.06,4939.0,0.75,0.79
Kepler-1900 b,1.62314676,6173.0,1.041,1.104
Kepler-1901 b,1.47418907,5696.0,0.921,1.022
Kepler-1902 b,1.17563613,3729.0,0.514,0.52
Kepler-1903 b,2.28642395,6347.0,0.996,1.053
Kepler-1424 b,1.16,5838.0,1.07,1.02
Kepler-1905 b,1.4460734,5788.0,1.015,1.038
Kepler-431 d,1.11,6004.0,1.092,1.071
Kepler-1426 b,1.56,5831.0,1.02,1.02
Kepler-1427 b,1.1,5793.0,1.01,1.01
Kepler-1906 b,2.77615754,5868.0,0.894,0.987
Kepler-1428 b,1.64,6184.0,1.36,1.28
Kepler-1429 b,1.29,5902.0,1.07,1.05
Kepler-92 d,2.067,5904.34,1.81719,1.07
Kepler-1430 b,1.18,4796.0,0.72,0.77
Kepler-1431 b,1.47,5806.0,1.03,1.03
Kepler-1432 b,2.22,6031.0,1.13,1.09
Kepler-1433 b,1.56,6097.0,1.19,1.14
Kepler-1434 b,1.11,6291.0,2.04,1.47
Kepler-575 b,2.39,5710.0,0.95,0.97
Kepler-1436 b,1.31,5972.0,1.09,1.06
Kepler-1907 c,1.15547044,5159.0,0.8,0.752
Kepler-1437 b,1.37,5557.0,0.9,0.93
Kepler-1909 b,1.09217411,4935.0,0.685,0.663
Kepler-1910 b,1.184,4234.0,0.639,0.636
Kepler-1439 b,1.46,3578.0,0.43,0.46
Kepler-1977 b,1.66,4805.0,0.688,0.769
Kepler-1440 b,1.26,5698.0,0.96,0.98
Kepler-1441 b,1.31,5802.0,1.0,1.0
Kepler-511 b,6.35,5770.0,1.2,1.0
Kepler-683 b,1.97,5703.0,0.95,0.96
Kepler-1717 b,2.98929758,6200.0,1.64,1.158
Kepler-534 c,1.227,5936.0,0.965,1.075
Kepler-549 c,2.93,5360.0,0.84,0.88
Kepler-157 d,1.46,5866.0,1.03,1.02
Kepler-684 b,3.36,5493.0,0.86,0.89
Kepler-589 c,1.11727238,5372.0,0.916,0.832
Kepler-603 d,1.32,5808.0,1.01,1.01
Kepler-610 c,3.3,5943.0,1.13,1.1
Kepler-192 d,1.02,5487.0,0.94,0.94
Kepler-117 c,12.341,6150.0,1.606,1.129
Kepler-616 d,2.653,6004.0,0.977,1.061
Kepler-619 c,1.69,5980.0,1.11,1.09
Kepler-198 d,1.53,5636.0,0.93,0.97
Kepler-625 c,1.05,5789.0,0.96,1.04
Kepler-217 d,1.32,6341.0,1.76,1.37
Kepler-656 c,1.41,5550.0,0.954,1.05
Kepler-62 f,1.41,4925.0,0.64,0.69
Kepler-1541 b,1.16,5282.0,0.81,0.86
Kepler-1543 b,2.71,6561.0,1.65,1.39
Kepler-1544 b,1.78,4886.0,0.74,0.81
Kepler-167 b,1.718,4884.0,0.749,0.777
Kepler-1545 b,2.7,5201.0,0.8,0.84
Kepler-1701 b,2.22186207,5146.0,0.840217,0.87
Kepler-1935 b,2.50271696,5570.0,0.899,0.845
Kepler-9 b,8.29,5774.0,0.958,1.022
Kepler-1936 b,3.16615594,6501.0,1.854,1.419
Kepler-1937 b,3.0229133,6457.0,1.196,1.19
Kepler-1546 b,3.13,5623.0,0.93,0.95
Kepler-1938 b,1.82828927,4522.0,0.655,0.646
Kepler-1548 b,2.64,5706.0,0.97,0.99
Kepler-482 b,2.36,4871.0,0.72,0.75
Kepler-1549 b,2.57,5324.0,0.84,0.88
Kepler-1154 c,2.36,6327.0,1.43,1.26
Kepler-440 b,1.86,4134.0,0.559,0.575
Kepler-1550 b,3.02,5991.0,1.11,1.07
Kepler-1551 b,2.66,6136.0,1.22,1.14
Kepler-1814 c,1.76,4922.0,0.823,0.79
Kepler-1939 b,1.16480773,4353.0,0.603,0.648
Kepler-1940 b,1.54732469,5431.0,0.717,0.802
Kepler-1552 b,2.47,5202.0,0.78,0.85
Kepler-1162 c,1.81,5225.0,0.859,0.861
Kepler-685 b,10.58,5963.0,1.16,1.11
Kepler-154 f,1.5,5769.0,0.98,0.98
Kepler-1165 b,1.55,6080.0,1.18,1.13
Kepler-541 b,3.36,6166.0,2.06,1.41
Kepler-1553 b,1.15,5288.0,0.81,0.85
Kepler-1554 b,2.9,5297.0,0.81,0.84
Kepler-1555 b,1.61,5866.0,1.06,1.04
Kepler-1556 b,1.96,5608.0,0.95,0.97
Kepler-542 b,1.57,5526.0,0.9,0.93
Kepler-1557 b,1.53,6099.0,1.17,1.11
Kepler-1178 b,1.07,4990.0,0.75,0.8
Kepler-1941 b,2.64976949,6404.0,1.142,1.175
Kepler-1942 b,2.1170287,5834.0,0.797,0.852
Kepler-1181 c,1.83,6688.0,1.347,1.336
Kepler-1943 b,1.54869189,6032.0,0.973,1.055
Kepler-1944 b,2.75971163,5585.0,0.972,1.064
Kepler-5 b,15.984034,6297.0,1.793,1.374
Kepler-466 b,2.85,5927.0,1.05,1.04
Kepler-1561 b,1.09,5957.0,1.11,1.07
Kepler-430 c,1.75,5884.0,1.485,1.166
Kepler-1945 b,1.289,4991.0,0.804,0.767
Kepler-1946 b,2.48812698,5505.0,0.873,0.887
Kepler-576 b,3.27,5672.0,0.97,0.99
Kepler-1947 b,1.0101666,6040.0,1.686,0.984
Kepler-1562 b,3.55,5760.0,1.05,1.02
Kepler-1564 b,1.47,5528.0,0.9,0.93
Kepler-1565 b,1.19,4940.0,0.73,0.76
Kepler-1727 b,3.17321625,5349.0,0.82,0.824
Kepler-1567 b,2.73,5655.0,0.93,0.95
Kepler-385 d,2.6186448,5829.0,1.157,1.05
Kepler-1568 b,1.3,5956.0,1.19,1.09
Kepler-1569 b,1.68,6319.0,1.4,1.25
Kepler-186 f,1.17,3755.0,0.523,0.544
Kepler-543 b,2.5,4671.0,0.67,0.7
Kepler-1570 b,1.07,5550.0,0.89,0.92
Kepler-1571 b,1.52,6297.0,1.39,1.23
Kepler-1573 b,1.2,5808.0,1.0,1.01
Kepler-1574 b,1.29,5892.0,1.08,1.06
Kepler-1575 b,1.31,5667.0,0.92,0.95
Kepler-1245 c,1.44,5306.0,0.83,0.86
Kepler-1576 b,1.04,5876.0,1.06,1.05
Kepler-1719 b,3.95000623,5687.0,1.775,1.08
Kepler-1254 c,1.3,4985.0,0.75,0.78
Kepler-1948 b,1.03283226,3872.0,0.557,0.585
Kepler-1577 b,1.13,4862.0,0.74,0.78
Kepler-468 b,13.34,5498.0,0.87,0.96
Kepler-30 d,8.8,5498.0,0.95,0.99
Kepler-1578 b,1.04,5545.0,0.86,0.9
Kepler-1254 d,1.31,4985.0,0.75,0.78
Kepler-555 b,2.83,5894.0,1.04,1.03
Kepler-1949 b,2.21964541,6028.0,1.454,1.194
Kepler-1993 b,4.15,5159.0,3.062,1.373
Kepler-1580 b,2.11,6228.0,2.15,1.47
Kepler-436 b,2.73,4651.0,0.697,0.729
Kepler-1582 b,1.49,3208.0,0.3,0.28
Kepler-1584 b,1.61,6069.0,1.13,1.1
Kepler-391 c,2.88,5038.0,2.879,1.27
Kepler-556 b,2.24,5740.0,0.98,1.0
Kepler-1585 b,1.79,5538.0,0.91,0.94
Kepler-1586 b,1.52,6681.0,1.75,1.45
Kepler-1587 b,1.33,5933.0,1.22,1.08
Kepler-196 d,2.66065673,5132.0,0.77,0.805
Kepler-1950 b,1.52696349,5455.0,0.852,0.759
Kepler-1859 c,1.66,5887.0,1.235,1.09
Kepler-1951 b,2.32107188,5468.0,1.306,0.923
Kepler-1589 b,1.09,6166.0,1.25,1.18
Kepler-686 b,12.15,5649.0,0.92,0.94
Kepler-1590 b,1.14,6053.0,1.16,1.11
Kepler-1591 b,1.27,6082.0,1.16,1.1
Kepler-1952 b,1.23923346,5973.0,1.305,0.922
Kepler-10 b,1.47,5708.0,1.065,0.91
Kepler-1728 b,2.95501875,5170.0,0.807,0.891
Kepler-1592 b,1.54,6213.0,1.28,1.18
Kepler-1593 b,3.17,4995.0,0.77,0.81
Kepler-544 b,2.12,6206.0,1.22,1.16
Kepler-1594 b,1.06,5946.0,1.08,1.06
Kepler-1595 b,1.23,5203.0,0.8,0.84
Kepler-577 b,2.55,4984.0,0.73,0.78
Kepler-1596 b,1.9,5706.0,0.92,0.95
Kepler-403 d,1.42,6209.0,1.45,1.25
Kepler-1953 b,1.28574667,4858.0,0.707,0.786
Kepler-1597 b,1.06,6377.0,1.39,1.25
Kepler-1599 b,1.62,5767.0,0.99,0.99
Kepler-1600 c,1.94206512,5119.0,0.834,0.818
Kepler-1702 b,1.60190793,5093.0,0.725742,0.85
Kepler-687 b,3.52,4841.0,0.73,0.77
Kepler-446 c,1.11,3359.0,0.24,0.22
Kepler-1954 b,1.80235934,5840.0,0.849,0.942
Kepler-1955 b,1.16654878,5825.0,1.291,1.049
Kepler-1602 b,1.34,6296.0,1.36,1.22
Kepler-597 b,2.37,5683.0,0.95,0.97
Kepler-1603 b,1.29,6241.0,1.31,1.21
Kepler-1604 b,1.41,4976.0,0.76,0.81
Kepler-1956 b,1.08940238,4391.0,0.682,0.671
Kepler-1605 b,1.08,5280.0,0.82,0.86
Kepler-1606 b,2.07,5422.0,0.86,0.9
Kepler-688 b,9.76,5715.0,0.96,0.98
Kepler-1608 b,1.73,4992.0,0.72,0.75
Kepler-1958 b,2.05124311,5749.0,0.864,0.961
Kepler-1959 b,1.14315727,5071.0,0.811,0.768
Kepler-1960 b,1.30749704,6371.0,1.072,1.117
Kepler-1609 b,2.22,6132.0,1.27,1.18
Kepler-578 b,2.0,5334.0,0.83,0.87
Kepler-1610 b,1.61,5383.0,0.87,0.91
Kepler-1610 c,2.09,5295.0,0.8,0.825
Kepler-689 b,2.89,5518.0,0.88,0.91
Kepler-1961 b,1.6187808,5401.0,0.777,0.871
KOI-94 c,4.32,6182.0,1.52,1.277
Kepler-624 b,2.31,6117.0,1.18,1.1
Kepler-1612 b,1.03,5643.0,0.94,0.96
Kepler-1962 b,1.21463929,5700.0,1.006,1.003
Kepler-625 b,1.99,5789.0,0.96,1.04
Kepler-626 b,2.29,5813.0,1.05,1.01
Kepler-1653 b,2.17,4807.0,0.693,0.719
Kepler-627 b,3.73,6424.0,1.49,1.3
Kepler-1613 b,2.08,6005.0,1.12,1.08
Kepler-1614 b,1.49,5121.0,0.76,0.79
Kepler-1615 b,2.06,5865.0,1.05,1.04
Kepler-690 b,5.95,5913.0,1.16,1.11
Kepler-1616 b,1.02,6266.0,1.34,1.21
Kepler-79 c,3.72,6174.0,1.302,1.165
Kepler-1617 b,1.2,6167.0,1.22,1.15
Kepler-629 b,1.38,5444.0,0.84,0.93
Kepler-441 b,1.64,4340.0,0.55,0.572
Kepler-1911 b,1.011,5721.0,0.972,0.954
Kepler-1964 b,1.7810587,4803.0,0.698,0.752
Kepler-621 b,2.3,4521.0,0.68,0.72
Kepler-1618 b,1.26,6620.0,1.65,1.41
Kepler-630 b,3.18,5829.0,1.04,1.02
Kepler-579 b,2.0,5636.0,0.96,0.99
Kepler-1965 b,1.35415138,5852.0,0.837,0.928
Kepler-1966 b,1.10479327,5009.0,0.84,0.797
Kepler-80 b,2.67,4540.0,0.678,0.73
Kepler-691 b,2.09,3715.0,0.5,0.53
Kepler-117 b,8.059,6150.0,1.606,1.129
Kepler-1620 b,1.61,6157.0,1.23,1.15
Kepler-1968 b,1.50004034,5008.0,0.788,0.844
Kepler-442 b,1.34,4402.0,0.598,0.609
Kepler-1725 b,2.8125177,6020.0,1.085,1.049
Kepler-443 b,2.33,4723.0,0.706,0.738
Kepler-1621 b,2.16,6158.0,1.24,1.15
Kepler-1969 b,1.68161001,6046.0,1.007,1.111
Kepler-692 b,3.11,5440.0,0.86,0.9
Kepler-1622 b,1.47,6436.0,1.5,1.31
Kepler-1705 b,2.03,6312.0,1.259,1.139
Kepler-10 c,2.355,5708.0,1.065,0.91
Kepler-1623 b,1.31,5772.0,1.0,1.0
Kepler-631 b,2.9,6185.0,1.33,1.24
Kepler-632 b,2.21,5322.0,0.84,0.91
Kepler-1988 b,1.53,6033.0,1.788,1.127
Kepler-693 b,10.18,4881.0,0.72,0.76
KOI-94 e,6.56,6182.0,1.52,1.277
Kepler-1442 b,3.93,6394.0,1.44,1.34
Kepler-694 b,2.8,5700.0,0.95,0.97
Kepler-1912 b,1.35670508,5734.0,0.962,0.977
Kepler-1444 b,2.18,5810.0,1.05,1.03
Kepler-437 b,2.14,4551.0,0.68,0.707
Kepler-1447 b,2.9,5722.0,0.95,0.97
Kepler-1448 b,1.61,5774.0,0.93,0.95
Kepler-1449 b,1.68,5979.0,1.1,1.08
Kepler-580 b,2.57,4298.0,0.64,0.67
Kepler-1450 b,1.71,4524.0,0.68,0.71
Kepler-1913 b,1.51852059,6214.0,1.076,1.169
Kepler-1986 b,1.89,5549.0,0.732,0.776
Kepler-79 b,3.47,6174.0,1.302,1.165
Kepler-1451 b,3.35,5782.0,0.99,1.0
Kepler-1452 b,2.7,6101.0,2.06,1.41
Kepler-1914 b,2.9429803,5982.0,0.96,1.047
Kepler-1453 b,2.67,5665.0,0.94,0.97
Kepler-1455 b,2.16,4075.0,0.6,0.62
Kepler-438 b,1.12,3748.0,0.52,0.544
Kepler-1456 b,1.14,4231.0,0.62,0.64
Kepler-1457 b,1.99,5866.0,1.01,1.01
Kepler-1458 b,2.76,5653.0,0.94,0.96
Kepler-53 b,2.89,5858.0,0.89,0.98
Kepler-1459 b,1.36,4828.0,0.74,0.78
Kepler-1460 b,1.96,4422.0,0.67,0.7
Kepler-428 b,12.11,5150.0,0.8,0.87
Kepler-1461 b,2.03,4919.0,0.74,0.79
Kepler-1462 b,3.82,5756.0,1.0,1.0
Kepler-1463 b,1.86,5679.0,0.95,0.96
Kepler-1464 b,1.66,5828.0,1.01,1.02
Kepler-1465 b,1.77,4726.0,0.71,0.75
Kepler-1466 b,1.55,5884.0,1.02,1.01
Kepler-1467 b,3.3,5332.0,0.82,0.86
Kepler-1915 b,3.21798413,6020.0,1.057,1.03
Kepler-1468 d,3.33187146,5794.0,1.496,1.072
Kepler-1468 b,1.73,5893.0,1.05,1.04
Kepler-1468 c,1.15,5893.0,1.05,1.04
Kepler-1469 b,2.8,5507.0,0.89,0.92
Kepler-633 b,1.63,5899.0,1.15,1.02
Kepler-296 f,1.8,3740.0,0.48,0.498
Kepler-1470 b,1.07,4961.0,0.76,0.8
Kepler-1916 b,2.61757235,6246.0,1.092,1.18
Kepler-132 e,1.18,6023.0,1.1,1.03
Kepler-880 c,2.87,6900.0,2.599,1.714
Kepler-1471 c,1.88,5533.0,1.166,0.934
Kepler-1471 b,1.41,5660.0,0.93,0.95
Kepler-1472 b,1.9,6159.0,1.25,1.16
Kepler-1473 b,1.19,6046.0,1.09,1.09
Kepler-1917 b,1.88971288,5530.0,0.788,0.882
Kepler-1474 b,2.16,5870.0,1.04,1.04
Kepler-1475 b,2.92,6214.0,1.28,1.18
Kepler-1476 b,1.67,5663.0,0.96,0.98
Kepler-1477 b,1.18,5100.0,0.78,0.81
Kepler-1478 b,1.73,5904.0,1.06,1.04
Kepler-1696 b,2.80982017,5712.0,1.19811,1.02
Kepler-1479 b,1.83,5796.0,0.98,0.99
Kepler-1480 b,1.67,5156.0,0.81,0.85
Kepler-1481 b,1.23,4908.0,0.75,0.8
Kepler-1997 b,2.28,6215.0,1.052,1.111
Kepler-1483 b,1.52,6337.0,1.4,1.25
Kepler-1918 b,2.29763023,5889.0,0.924,0.967
Kepler-545 b,2.69,5882.0,1.07,1.04
Kepler-1484 b,2.11,5730.0,0.92,0.94
Kepler-1919 b,2.62390658,5513.0,0.818,0.868
Kepler-1485 b,1.47,6087.0,1.12,1.11
Kepler-1486 b,2.32,5965.0,1.12,1.08
Kepler-920 c,3.8,5403.0,0.85,0.89
Kepler-1487 b,2.13,6541.0,1.63,1.38
Kepler-1487 c,7.97,5745.0,3.955,1.801
Kepler-1984 b,6.81,3638.0,0.42,0.45
Kepler-581 b,2.63,5772.0,1.0,1.0
Kepler-1488 b,1.86,5820.0,1.31,1.05
Kepler-1488 c,1.65156749,5710.0,1.524,1.003
Kepler-1489 b,1.77,5655.0,0.9,0.93
Kepler-1490 b,3.04,5515.0,0.87,0.9
Kepler-1491 b,1.51,5728.0,0.99,1.0
Kepler-1492 b,1.49,4712.0,0.72,0.77
Kepler-1493 b,1.41,5863.0,1.29,1.06
Kepler-1494 b,3.07,5659.0,0.94,0.96
Kepler-1495 b,2.94,5831.0,1.04,1.03
Kepler-1920 b,2.95415848,6277.0,1.161,1.239
Kepler-1921 b,2.89459458,6120.0,2.0,1.251
Kepler-1921 c,1.41,6120.0,2.0,1.251
Kepler-1496 b,2.22,6182.0,1.27,1.18
Kepler-1497 b,1.66,5675.0,0.95,0.96
Kepler-937 c,2.67,6095.0,1.22,1.15
Kepler-1498 b,1.33,5256.0,0.81,0.86
Kepler-634 b,1.89,6075.0,1.24,1.03
Kepler-1499 b,1.19,5097.0,0.78,0.82
Kepler-1500 b,1.2,5845.0,1.0,1.0
Kepler-1501 b,1.56,6229.0,1.3,1.2
Kepler-1502 b,3.18,6666.0,1.72,1.44
Kepler-1980 b,2.21,5819.0,0.99,1.049
Kepler-1503 b,2.27,5069.0,0.74,0.77
Kepler-1710 b,3.19744103,5650.0,0.899,0.932
Kepler-1504 b,2.13,5393.0,0.81,0.85
Kepler-1506 b,1.32,5676.0,0.93,0.95
Kepler-1922 b,2.29064904,5931.0,0.863,0.953
Kepler-1508 b,1.33,6158.0,1.22,1.14
Kepler-1509 b,1.85,5780.0,0.99,1.0
Kepler-1923 b,1.95958179,5881.0,1.294,1.109
Kepler-635 b,2.64,6174.0,1.51,1.33
Kepler-1924 b,2.65446572,5726.0,1.285,1.018
Kepler-1510 b,3.36,6200.0,1.28,1.19
Kepler-1925 b,3.00177922,5856.0,1.092,1.057
Kepler-1511 b,1.68,6064.0,1.29,1.17
Kepler-1512 b,1.18,4372.0,0.67,0.73
Kepler-953 c,1.19,5416.0,0.99,0.95
Kepler-1927 b,3.40627075,6056.0,2.481,1.408
KOI-3503 b,1.19,6001.0,1.255,0.858
Kepler-695 b,9.21,5181.0,0.8,0.84
Kepler-546 b,7.0,5967.0,1.15,1.11
Kepler-19 b,2.209,5541.0,0.859,0.936
Kepler-622 b,2.13,4201.0,0.61,0.64
Kepler-967 c,3.65,5178.0,0.8,0.84
Kepler-598 b,1.5,5307.0,0.86,0.87
KOI-1833 d,2.58,4413.0,0.667,0.681
Kepler-968 c,1.69,4598.0,0.7,0.76
Kepler-599 b,2.84,5127.0,0.79,0.83
Kepler-1665 b,2.83910787,5049.84,0.777785,0.842
Kepler-990 c,1.53,5948.0,1.08,1.05
Kepler-27 b,4.0,5400.0,0.59,0.65
Kepler-489 b,7.72,5014.0,0.76,0.82
Kepler-636 b,4.45,5203.0,0.8,0.85
Kepler-1016 c,3.68,5821.0,1.0,0.99
Kepler-582 b,3.68,5564.0,0.91,0.93
PH2 b,9.33708092,5734.0,0.949,0.966
Kepler-696 b,6.14,5903.0,1.08,1.06
Kepler-1513 b,8.594,5491.0,0.95,0.943
KOI-3680 b,11.09691,5830.0,0.96,1.01
Kepler-1514 b,12.419572,6145.0,1.289,1.196
Kepler-1514 c,1.1758241,6145.0,1.289,1.196
Kepler-1515 b,9.55,6511.0,1.41,1.3
Kepler-1516 b,1.75,5904.0,1.07,1.04
Kepler-1038 c,1.4162338,5159.0,0.821,0.868
Kepler-454 b,2.37,5687.0,1.066,1.03
Kepler-1722 b,2.86719266,5506.0,0.788,0.876
Kepler-697 b,4.13,5513.0,0.88,0.92
Kepler-1517 b,9.76,7010.0,1.95,1.58
Kepler-698 b,3.68,5612.0,0.91,0.94
Kepler-351 d,2.72,5225.0,0.78,0.81
Kepler-1519 b,7.06,5644.0,0.91,0.94
Kepler-637 b,4.75,6096.0,2.56,1.64
Kepler-700 b,5.99,5692.0,0.96,0.98
KIC 5437945 b,6.4,6340.0,1.24,1.07
Kepler-1520 b,5.77,4677.0,0.71,0.76
Kepler-1065 c,1.6,5635.0,0.93,0.94
Kepler-638 b,1.83,5382.0,0.93,0.88
Kepler-1073 c,1.64,5792.0,1.0,1.0
Kepler-701 b,2.84,5343.0,0.84,0.88
Kepler-1521 b,2.5,5042.0,0.76,0.81
Kepler-1073 d,1.48770949,5509.0,1.116,0.924
Kepler-557 b,2.67,6068.0,1.16,1.11
Kepler-1522 b,1.73,5706.0,0.93,0.96
Kepler-702 b,9.17,5419.0,0.86,0.9
Kepler-1698 b,1.07315686,4975.03,0.741698,0.822
Kepler-2001 b,1.04,5081.0,0.77,0.864
Kepler-1523 b,1.58,5708.0,0.96,0.97
Kepler-1085 b,7.22,6000.0,1.14,1.11
Kepler-1928 b,1.992,5720.0,0.92,1.01
Kepler-1524 b,3.54,6179.0,1.25,1.17
Kepler-639 b,2.38,5896.0,1.29,1.14
Kepler-1086 c,2.94,4350.0,0.66,0.7
Kepler-1526 b,2.43,4601.0,0.69,0.73
Kepler-703 b,8.2,6185.0,1.27,1.18
Kepler-1527 b,4.77,6224.0,1.32,1.21
Kepler-704 b,2.61,5616.0,0.96,0.97
Kepler-1929 b,3.07250761,5786.0,1.471,1.006
Kepler-1528 b,1.46,5857.0,1.03,1.03
Kepler-1529 b,2.1,5048.0,0.77,0.81
Kepler-154 e,1.5,5769.0,0.98,0.98
Kepler-1090 b,2.25,5321.0,0.82,0.86
Kepler-1530 d,3.27870115,5678.0,1.303,1.015
Kepler-1530 b,1.64,5477.0,0.88,0.92
Kepler-1530 c,1.65,5477.0,0.88,0.92
Kepler-1531 b,1.11,6260.0,1.27,1.16
Kepler-1093 c,1.96,6166.0,1.2,1.13
Kepler-1532 b,1.35,5559.0,0.88,0.91
Kepler-1930 b,1.52955541,5083.0,0.844,0.844
Kepler-1931 b,2.65323514,6167.0,1.221,1.174
Kepler-1533 b,3.46,6431.0,1.51,1.31
Kepler-705 b,2.11,3722.0,0.51,0.53
Kepler-1535 b,2.55,6021.0,1.11,1.08
Kepler-467 b,2.25,5809.0,1.37,1.05
Kepler-539 b,8.373123,5820.0,0.952,1.048
Kepler-1536 b,3.14,4434.0,0.67,0.71
Kepler-1126 c,1.45,5678.0,0.921,0.794
Kepler-600 b,2.9,5279.0,0.81,0.84
Kepler-1537 b,1.18,5079.0,0.77,0.81
Kepler-1129 c,2.73,5831.0,1.0,1.0
Kepler-1932 b,1.51482218,5278.0,0.815,0.911
Kepler-1933 b,1.17984089,5661.0,1.008,0.964
Kepler-439 b,2.24,5431.0,0.866,0.884
Kepler-1801 c,2.91,5738.0,0.981,0.936
Kepler-1538 b,2.82,5837.0,1.03,1.03
Kepler-1700 b,2.90129941,6031.0,1.0937,1.12
Kepler-1539 b,2.7,5176.0,0.8,0.84
Kepler-1540 b,2.49,4540.0,0.69,0.74
KOI-1783.02,5.44,5922.0,1.143,1.076
Kepler-1409 b,1.04,5160.0,0.79,0.83
Kepler-1899 b,1.55098292,4791.0,0.742,0.759
KOI-351 e,2.66,6080.0,1.2,1.2
Kepler-1904 b,1.3904994,3805.0,0.497,0.526
Kepler-296 e,1.53,3740.0,0.48,0.498
Kepler-1649 b,1.017,3240.0,0.2317,0.1977
Kepler-601 b,1.9,5160.0,0.79,0.85
KOI-351 c,1.19,6080.0,1.2,1.2
KOI-351 b,1.31,6080.0,1.2,1.2
Kepler-1350 c,1.73,3827.0,0.53,0.55
Kepler-529 d,2.79502603,6078.0,1.189,1.005
KOI-351 f,2.88,6080.0,1.2,1.2
Kepler-1454 b,1.88,5448.0,0.86,0.9
Kepler-1697 b,1.25954761,4681.53,0.772344,0.747
Kepler-1926 b,2.31495961,5256.0,0.832,0.768
Kepler-460 c,5.52,6146.0,1.26,1.17
Kepler-707 b,1.33,5099.0,0.76,0.8
Kepler-1624 b,6.59,3768.0,0.552,0.541
Kepler-602 b,2.09,6062.0,1.13,1.08
Kepler-640 b,2.56,5653.0,0.94,1.01
Kepler-708 b,2.93,5692.0,0.96,0.97
Kepler-603 b,2.65,5808.0,1.01,1.01
Kepler-583 b,2.28,5523.0,0.91,0.94
Kepler-709 b,2.92,5071.0,0.77,0.8
Kepler-1625 b,6.06,5677.0,0.94,0.96
Kepler-584 b,4.21,6195.0,1.24,1.17
Kepler-28 b,1.959,4499.3,0.664,0.684
Kepler-641 b,1.85,5713.0,1.13,1.02
Kepler-1626 b,2.02,6826.0,1.85,1.51
Kepler-558 b,2.37,5242.0,0.81,0.85
Kepler-495 b,5.23,5346.0,0.83,0.86
Kepler-46 b,9.057,5155.0,0.938,0.902
Kepler-710 b,1.88,5611.0,0.91,0.94
Kepler-604 b,2.59,5890.0,1.03,1.02
Kepler-1627 b,3.69,5445.0,0.84,0.87
Kepler-642 b,2.9,6570.0,1.66,1.4
Kepler-1729 b,3.89404186,3837.0,0.517,0.544
